uid,profession,pid,price,category,site_name
5,EE,881,36.58,Shipping Supplies,Speedy Metals
5,EE,74,153.0,Rehabilitation and Durable Medical Equipment,Automation Direct
6,CPE,120,35.0,Rehabilitation and Durable Medical Equipment,Automation Direct
6,CPE,14,4.75,Security Management and Law Enforcement,Automation Direct
6,CPE,52,26.0,Security Management and Law Enforcement,Automation Direct
6,CPE,329,25.33,Rehabilitation and Durable Medical Equipment,Blackhawk Industrial
6,CPE,366,27.9,Rehabilitation and Durable Medical Equipment,Blackhawk Industrial
6,CPE,414,34.76,Rehabilitation and Durable Medical Equipment,Blackhawk Industrial
6,CPE,23,7.25,Security Management and Law Enforcement,Automation Direct
6,CPE,359,21.85,Rehabilitation and Durable Medical Equipment,Blackhawk Industrial
6,CPE,6,482.0,Nonelectrical Properties Testing,Automation Direct
6,CPE,381,176.17,Rehabilitation and Durable Medical Equipment,Blackhawk Industrial
6,CPE,96,60.0,Rehabilitation and Durable Medical Equipment,Automation Direct
6,CPE,444,42.32,Rehabilitation and Durable Medical Equipment,Blackhawk Industrial
6,CPE,108,153.0,Electrical Power Testing,Automation Direct
6,CPE,128,61.0,Rehabilitation and Durable Medical Equipment,Automation Direct
6,CPE,405,67.97,Rehabilitation and Durable Medical Equipment,Blackhawk Industrial
6,CPE,386,15.61,Rehabilitation and Durable Medical Equipment,Blackhawk Industrial
6,CPE,373,8.73,Rehabilitation and Durable Medical Equipment,Blackhawk Industrial
6,CPE,97,41.0,Relays and Accessories,Automation Direct
6,CPE,339,14.74,Rehabilitation and Durable Medical Equipment,Blackhawk Industrial
6,CPE,130,67.0,Relays and Accessories,Automation Direct
6,CPE,448,26.66,Rehabilitation and Durable Medical Equipment,Blackhawk Industrial
6,CPE,385,12.49,Rehabilitation and Durable Medical Equipment,Blackhawk Industrial
6,CPE,130,67.0,Relays and Accessories,Automation Direct
7,IE,910,,Fall Protection,Tanner Bolt
7,IE,933,,Fall Protection,Tanner Bolt
7,IE,956,,Fall Protection,Tanner Bolt
7,IE,969,,Fall Protection,Tanner Bolt
7,IE,946,,Fall Protection,Tanner Bolt
7,IE,727,9.18,Rehabilitation and Durable Medical Equipment,QC Supply
7,IE,381,176.17,Rehabilitation and Durable Medical Equipment,Blackhawk Industrial
7,IE,728,46.19,Rehabilitation and Durable Medical Equipment,QC Supply
7,IE,613,28.83,Dock Equipment,QC Supply
7,IE,421,41.51,Rehabilitation and Durable Medical Equipment,Blackhawk Industrial
7,IE,650,221.45,"Food Service Tableware, Bar, and Buffet",QC Supply
7,IE,13,4.75,Security Management and Law Enforcement,Automation Direct
7,IE,408,34.09,Rehabilitation and Durable Medical Equipment,Blackhawk Industrial
7,IE,140,118.0,Electrical Power Testing,Automation Direct
7,IE,975,,Fall Protection,Tanner Bolt
7,IE,89,34.0,Rehabilitation and Durable Medical Equipment,Automation Direct
7,IE,78,183.0,Rehabilitation and Durable Medical Equipment,Automation Direct
7,IE,690,49.56,Industrial Cooling Fans,QC Supply
7,IE,437,7.63,Rehabilitation and Durable Medical Equipment,Blackhawk Industrial
7,IE,662,10.8,Insect and Pest Control,QC Supply
7,IE,424,12.76,Rehabilitation and Durable Medical Equipment,Blackhawk Industrial
8,ME,829,88.92,Shipping Supplies,Speedy Metals
8,ME,854,0.74,Shipping Supplies,Speedy Metals
8,ME,1044,,Fall Protection,Tanner Bolt
8,ME,217,10295.0,Screws,Bailiegh Industrial
8,ME,273,5495.0,Screws,Bailiegh Industrial
8,ME,1032,,Fall Protection,Tanner Bolt
8,ME,762,24.39,Shipping Supplies,Speedy Metals
8,ME,839,24.08,Shipping Supplies,Speedy Metals
8,ME,836,111.65,Shipping Supplies,Speedy Metals
8,ME,982,,Fall Protection,Tanner Bolt
9,CPE,644,429.99,Rehabilitation and Durable Medical Equipment,QC Supply
9,CPE,696,5.97,Rehabilitation and Durable Medical Equipment,QC Supply
9,CPE,479,,Nonelectrical Properties Testing,dillonsupply.com
9,CPE,342,18.68,Rehabilitation and Durable Medical Equipment,Blackhawk Industrial
9,CPE,535,,Nonelectrical Properties Testing,dillonsupply.com
9,CPE,512,,Nonelectrical Properties Testing,dillonsupply.com
9,CPE,588,,Nonelectrical Properties Testing,dillonsupply.com
10,ME,3,353.0,Nonelectrical Properties Testing,Automation Direct
10,ME,13,4.75,Security Management and Law Enforcement,Automation Direct
10,ME,30,9.25,Security Management and Law Enforcement,Automation Direct
10,ME,54,26.0,Security Management and Law Enforcement,Automation Direct
10,ME,106,122.0,Electrical Power Testing,Automation Direct
11,EE,710,89.99,Emergency Preparedness,QC Supply
11,EE,640,185.0,Rehabilitation and Durable Medical Equipment,QC Supply
11,EE,634,205.8,Rehabilitation and Durable Medical Equipment,QC Supply
11,EE,623,0.46,Rehabilitation and Durable Medical Equipment,QC Supply
11,EE,709,47.88,Rehabilitation and Durable Medical Equipment,QC Supply
11,EE,680,1082.53,Rehabilitation and Durable Medical Equipment,QC Supply
12,CPE,734,11.15,Rehabilitation and Durable Medical Equipment,QC Supply
12,CPE,664,455.0,Rehabilitation and Durable Medical Equipment,QC Supply
13,CE,231,795.0,Fabrication Machinery,Bailiegh Industrial
13,CE,222,21495.0,Screws,Bailiegh Industrial
13,CE,448,26.66,Rehabilitation and Durable Medical Equipment,Blackhawk Industrial
13,CE,169,695.0,Food Service Cookware and Preparation,Bailiegh Industrial
13,CE,219,14195.0,Screws,Bailiegh Industrial
14,CE,1018,,Fall Protection,Tanner Bolt
14,CE,969,,Fall Protection,Tanner Bolt
15,CPE,627,1.3,Rehabilitation and Durable Medical Equipment,QC Supply
15,CPE,685,9.59,Emergency Preparedness,QC Supply
15,CPE,209,2295.0,Screws,Bailiegh Industrial
15,CPE,202,7695.0,Screws,Bailiegh Industrial
15,CPE,297,3295.0,Specialty Abrasives and Kits,Bailiegh Industrial
15,CPE,154,4895.0,Automotive Towing,Bailiegh Industrial
15,CPE,1011,,Fall Protection,Tanner Bolt
15,CPE,178,17295.0,Protective Packaging and Accessories,Bailiegh Industrial
15,CPE,27,9.25,Security Management and Law Enforcement,Automation Direct
15,CPE,70,132.0,Rehabilitation and Durable Medical Equipment,Automation Direct
15,CPE,271,495.0,Fabrication Machinery,Bailiegh Industrial
15,CPE,694,77.16,Rehabilitation and Durable Medical Equipment,QC Supply
15,CPE,914,,Fall Protection,Tanner Bolt
15,CPE,183,55995.0,Protective Packaging and Accessories,Bailiegh Industrial
15,CPE,916,,Fall Protection,Tanner Bolt
15,CPE,1009,,Fall Protection,Tanner Bolt
15,CPE,197,1295.0,Screws,Bailiegh Industrial
15,CPE,231,795.0,Fabrication Machinery,Bailiegh Industrial
15,CPE,44,15.5,Security Management and Law Enforcement,Automation Direct
15,CPE,256,21495.0,Screws,Bailiegh Industrial
15,CPE,925,,Fall Protection,Tanner Bolt
15,CPE,115,7.25,Rehabilitation and Durable Medical Equipment,Automation Direct
16,EE,73,153.0,Rehabilitation and Durable Medical Equipment,Automation Direct
16,EE,129,59.0,Rehabilitation and Durable Medical Equipment,Automation Direct
16,EE,652,37.49,Rehabilitation and Durable Medical Equipment,QC Supply
16,EE,648,26.0,Rehabilitation and Durable Medical Equipment,QC Supply
17,IE,1026,,Fall Protection,Tanner Bolt
17,IE,901,,Fall Protection,Tanner Bolt
17,IE,937,,Fall Protection,Tanner Bolt
17,IE,29,9.25,Security Management and Law Enforcement,Automation Direct
17,IE,1003,,Fall Protection,Tanner Bolt
17,IE,126,54.0,Rehabilitation and Durable Medical Equipment,Automation Direct
17,IE,112,80.0,Electrical Power Testing,Automation Direct
17,IE,649,285.0,Rehabilitation and Durable Medical Equipment,QC Supply
17,IE,131,81.0,Relays and Accessories,Automation Direct
17,IE,627,1.3,Rehabilitation and Durable Medical Equipment,QC Supply
18,CE,929,,Fall Protection,Tanner Bolt
18,CE,909,,Fall Protection,Tanner Bolt
18,CE,797,153.57,Shipping Supplies,Speedy Metals
18,CE,866,33.75,Shipping Supplies,Speedy Metals
18,CE,768,15.22,Shipping Supplies,Speedy Metals
18,CE,998,,Fall Protection,Tanner Bolt
18,CE,245,69995.0,Fabrication Machinery,Bailiegh Industrial
18,CE,185,37295.0,Protective Packaging and Accessories,Bailiegh Industrial
18,CE,790,2.67,Shipping Supplies,Speedy Metals
18,CE,797,153.57,Shipping Supplies,Speedy Metals
18,CE,228,6695.0,Screws,Bailiegh Industrial
18,CE,906,,Fall Protection,Tanner Bolt
19,EE,280,3595.0,Specialty Abrasives and Kits,Bailiegh Industrial
19,EE,242,23095.0,Fabrication Machinery,Bailiegh Industrial
19,EE,258,24395.0,Screws,Bailiegh Industrial
19,EE,178,17295.0,Protective Packaging and Accessories,Bailiegh Industrial
19,EE,527,,Nonelectrical Properties Testing,dillonsupply.com
19,EE,176,10695.0,Protective Packaging and Accessories,Bailiegh Industrial
19,EE,189,5595.0,Specialty Abrasives and Kits,Bailiegh Industrial
19,EE,285,9695.0,Specialty Abrasives and Kits,Bailiegh Industrial
19,EE,511,,Nonelectrical Properties Testing,dillonsupply.com
19,EE,593,,Nonelectrical Properties Testing,dillonsupply.com
19,EE,214,7695.0,Screws,Bailiegh Industrial
19,EE,530,,Nonelectrical Properties Testing,dillonsupply.com
19,EE,211,2795.0,Screws,Bailiegh Industrial
19,EE,237,13695.0,Fabrication Machinery,Bailiegh Industrial
19,EE,275,595.0,Specialty Abrasives and Kits,Bailiegh Industrial
19,EE,541,,Nonelectrical Properties Testing,dillonsupply.com
19,EE,517,,Nonelectrical Properties Testing,dillonsupply.com
19,EE,468,,Nonelectrical Properties Testing,dillonsupply.com
19,EE,165,44895.0,Specialty Abrasives and Kits,Bailiegh Industrial
19,EE,286,12195.0,Specialty Abrasives and Kits,Bailiegh Industrial
20,CPE,676,266.69,Rehabilitation and Durable Medical Equipment,QC Supply
20,CPE,690,49.56,Industrial Cooling Fans,QC Supply
20,CPE,770,29.73,Shipping Supplies,Speedy Metals
20,CPE,224,26595.0,Screws,Bailiegh Industrial
21,EE,31,9.25,Security Management and Law Enforcement,Automation Direct
21,EE,75,163.0,Rehabilitation and Durable Medical Equipment,Automation Direct
21,EE,734,11.15,Rehabilitation and Durable Medical Equipment,QC Supply
21,EE,743,18.6,Pressure Washer Accessories and Attachments,QC Supply
21,EE,742,38.31,Rehabilitation and Durable Medical Equipment,QC Supply
22,ME,339,14.74,Rehabilitation and Durable Medical Equipment,Blackhawk Industrial
22,ME,164,8995.0,Specialty Abrasives and Kits,Bailiegh Industrial
22,ME,375,12.35,Rehabilitation and Durable Medical Equipment,Blackhawk Industrial
22,ME,278,2195.0,Specialty Abrasives and Kits,Bailiegh Industrial
23,CPE,675,679.0,Rehabilitation and Durable Medical Equipment,QC Supply
23,CPE,693,35.16,Rehabilitation and Durable Medical Equipment,QC Supply
23,CPE,430,18.38,Rehabilitation and Durable Medical Equipment,Blackhawk Industrial
23,CPE,837,132.66,Shipping Supplies,Speedy Metals
23,CPE,726,55.11,Rehabilitation and Durable Medical Equipment,QC Supply
23,CPE,359,21.85,Rehabilitation and Durable Medical Equipment,Blackhawk Industrial
23,CPE,700,67.71,Rehabilitation and Durable Medical Equipment,QC Supply
23,CPE,847,7.03,Shipping Supplies,Speedy Metals
23,CPE,793,53.24,Shipping Supplies,Speedy Metals
23,CPE,750,0.96,Shipping Supplies,Speedy Metals
23,CPE,816,21.03,Shipping Supplies,Speedy Metals
23,CPE,818,41.06,Shipping Supplies,Speedy Metals
23,CPE,838,2.36,Shipping Supplies,Speedy Metals
23,CPE,717,8.71,Pressure Washer Accessories and Attachments,QC Supply
23,CPE,777,24.91,Shipping Supplies,Speedy Metals
23,CPE,821,79.74,Shipping Supplies,Speedy Metals
23,CPE,742,38.31,Rehabilitation and Durable Medical Equipment,QC Supply
23,CPE,858,21.99,Shipping Supplies,Speedy Metals
23,CPE,785,30.18,Shipping Supplies,Speedy Metals
24,ME,4,412.0,Nonelectrical Properties Testing,Automation Direct
24,ME,45,15.5,Security Management and Law Enforcement,Automation Direct
24,ME,130,67.0,Relays and Accessories,Automation Direct
24,ME,147,101.0,Rehabilitation and Durable Medical Equipment,Automation Direct
24,ME,68,142.0,Rehabilitation and Durable Medical Equipment,Automation Direct
24,ME,57,26.0,Security Management and Law Enforcement,Automation Direct
24,ME,862,1.14,Shipping Supplies,Speedy Metals
24,ME,873,29.29,Shipping Supplies,Speedy Metals
24,ME,806,0.96,Shipping Supplies,Speedy Metals
24,ME,788,73.27,Shipping Supplies,Speedy Metals
24,ME,899,98.84,Shipping Supplies,Speedy Metals
24,ME,893,129.83,Shipping Supplies,Speedy Metals
24,ME,848,10.44,Shipping Supplies,Speedy Metals
24,ME,765,47.36,Shipping Supplies,Speedy Metals
24,ME,1010,,Fall Protection,Tanner Bolt
24,ME,892,109.27,Shipping Supplies,Speedy Metals
24,ME,760,12.49,Shipping Supplies,Speedy Metals
25,EE,696,5.97,Rehabilitation and Durable Medical Equipment,QC Supply
25,EE,613,28.83,Dock Equipment,QC Supply
25,EE,649,285.0,Rehabilitation and Durable Medical Equipment,QC Supply
25,EE,614,18.17,Lab Equipment,QC Supply
25,EE,642,285.3,Rehabilitation and Durable Medical Equipment,QC Supply
26,EE,729,36.74,Industrial Cooling Fans,QC Supply
26,EE,815,14.15,Shipping Supplies,Speedy Metals
26,EE,797,153.57,Shipping Supplies,Speedy Metals
26,EE,622,1.14,Rehabilitation and Durable Medical Equipment,QC Supply
26,EE,731,13.2,Pressure Washer Accessories and Attachments,QC Supply
26,EE,553,,Nonelectrical Properties Testing,dillonsupply.com
26,EE,699,15.44,Industrial Cooling Fans,QC Supply
26,EE,782,1.51,Shipping Supplies,Speedy Metals
26,EE,814,1.38,Shipping Supplies,Speedy Metals
26,EE,757,55.2,Shipping Supplies,Speedy Metals
26,EE,698,41.3,Industrial Cooling Fans,QC Supply
26,EE,606,50.45,Rehabilitation and Durable Medical Equipment,QC Supply
26,EE,915,,Fall Protection,Tanner Bolt
26,EE,600,36.55,Rehabilitation and Durable Medical Equipment,QC Supply
26,EE,801,15.58,Shipping Supplies,Speedy Metals
26,EE,483,,Nonelectrical Properties Testing,dillonsupply.com
26,EE,493,,Nonelectrical Properties Testing,dillonsupply.com
26,EE,884,88.8,Shipping Supplies,Speedy Metals
26,EE,558,,Nonelectrical Properties Testing,dillonsupply.com
26,EE,997,,Fall Protection,Tanner Bolt
26,EE,1002,,Fall Protection,Tanner Bolt
26,EE,523,,Nonelectrical Properties Testing,dillonsupply.com
26,EE,556,,Nonelectrical Properties Testing,dillonsupply.com
26,EE,786,44.83,Shipping Supplies,Speedy Metals
27,CPE,741,65.09,Rehabilitation and Durable Medical Equipment,QC Supply
27,CPE,718,110.24,Rehabilitation and Durable Medical Equipment,QC Supply
27,CPE,698,41.3,Industrial Cooling Fans,QC Supply
27,CPE,702,14.49,Pressure Washer Accessories and Attachments,QC Supply
27,CPE,471,,Nonelectrical Properties Testing,dillonsupply.com
27,CPE,730,195.0,Emergency Preparedness,QC Supply
27,CPE,581,,Nonelectrical Properties Testing,dillonsupply.com
28,EE,139,122.0,Electrical Power Testing,Automation Direct
28,EE,27,9.25,Security Management and Law Enforcement,Automation Direct
28,EE,136,85.0,Electrical Power Testing,Automation Direct
28,EE,1040,,Fall Protection,Tanner Bolt
29,ME,887,23.04,Shipping Supplies,Speedy Metals
29,ME,863,11.63,Shipping Supplies,Speedy Metals
29,ME,846,0.69,Shipping Supplies,Speedy Metals
29,ME,23,7.25,Security Management and Law Enforcement,Automation Direct
29,ME,465,,Nonelectrical Properties Testing,dillonsupply.com
29,ME,546,,Nonelectrical Properties Testing,dillonsupply.com
29,ME,797,153.57,Shipping Supplies,Speedy Metals
29,ME,66,132.0,Rehabilitation and Durable Medical Equipment,Automation Direct
29,ME,876,71.11,Shipping Supplies,Speedy Metals
29,ME,782,1.51,Shipping Supplies,Speedy Metals
29,ME,998,,Fall Protection,Tanner Bolt
29,ME,767,10.25,Shipping Supplies,Speedy Metals
29,ME,562,,Nonelectrical Properties Testing,dillonsupply.com
29,ME,39,11.0,Security Management and Law Enforcement,Automation Direct
29,ME,1002,,Fall Protection,Tanner Bolt
29,ME,596,,Nonelectrical Properties Testing,dillonsupply.com
29,ME,982,,Fall Protection,Tanner Bolt
29,ME,511,,Nonelectrical Properties Testing,dillonsupply.com
29,ME,505,,Nonelectrical Properties Testing,dillonsupply.com
30,IE,915,,Fall Protection,Tanner Bolt
30,IE,972,,Fall Protection,Tanner Bolt
30,IE,396,21.85,Rehabilitation and Durable Medical Equipment,Blackhawk Industrial
30,IE,537,,Nonelectrical Properties Testing,dillonsupply.com
30,IE,479,,Nonelectrical Properties Testing,dillonsupply.com
30,IE,327,5.9,Rehabilitation and Durable Medical Equipment,Blackhawk Industrial
30,IE,328,23.11,Rehabilitation and Durable Medical Equipment,Blackhawk Industrial
30,IE,571,,Nonelectrical Properties Testing,dillonsupply.com
30,IE,561,,Nonelectrical Properties Testing,dillonsupply.com
30,IE,318,48.78,Rehabilitation and Durable Medical Equipment,Blackhawk Industrial
30,IE,123,56.0,Rehabilitation and Durable Medical Equipment,Automation Direct
30,IE,992,,Fall Protection,Tanner Bolt
30,IE,365,26.35,Rehabilitation and Durable Medical Equipment,Blackhawk Industrial
31,CE,808,14.54,Shipping Supplies,Speedy Metals
31,CE,845,135.66,Shipping Supplies,Speedy Metals
31,CE,772,48.58,Shipping Supplies,Speedy Metals
31,CE,870,1.47,Shipping Supplies,Speedy Metals
31,CE,856,11.26,Shipping Supplies,Speedy Metals
31,CE,861,42.71,Shipping Supplies,Speedy Metals
31,CE,852,33.32,Shipping Supplies,Speedy Metals
31,CE,863,11.63,Shipping Supplies,Speedy Metals
31,CE,761,16.42,Shipping Supplies,Speedy Metals
31,CE,772,48.58,Shipping Supplies,Speedy Metals
31,CE,891,88.28,Shipping Supplies,Speedy Metals
31,CE,885,105.51,Shipping Supplies,Speedy Metals
31,CE,780,60.48,Shipping Supplies,Speedy Metals
31,CE,753,19.14,Shipping Supplies,Speedy Metals
31,CE,875,57.45,Shipping Supplies,Speedy Metals
31,CE,840,35.78,Shipping Supplies,Speedy Metals
31,CE,782,1.51,Shipping Supplies,Speedy Metals
31,CE,851,26.92,Shipping Supplies,Speedy Metals
31,CE,839,24.08,Shipping Supplies,Speedy Metals
32,CE,967,,Fall Protection,Tanner Bolt
32,CE,50,15.5,Security Management and Law Enforcement,Automation Direct
32,CE,363,31.39,Rehabilitation and Durable Medical Equipment,Blackhawk Industrial
32,CE,124,35.5,Rehabilitation and Durable Medical Equipment,Automation Direct
32,CE,1011,,Fall Protection,Tanner Bolt
32,CE,91,36.0,Rehabilitation and Durable Medical Equipment,Automation Direct
32,CE,184,104195.0,Protective Packaging and Accessories,Bailiegh Industrial
32,CE,125,34.5,Rehabilitation and Durable Medical Equipment,Automation Direct
32,CE,123,56.0,Rehabilitation and Durable Medical Equipment,Automation Direct
32,CE,330,2.95,Rehabilitation and Durable Medical Equipment,Blackhawk Industrial
32,CE,1018,,Fall Protection,Tanner Bolt
33,EE,132,44.5,Relays and Accessories,Automation Direct
33,EE,141,5.25,Rehabilitation and Durable Medical Equipment,Automation Direct
33,EE,193,4095.0,Tubing,Bailiegh Industrial
33,EE,418,22.61,Rehabilitation and Durable Medical Equipment,Blackhawk Industrial
33,EE,205,795.0,Screws,Bailiegh Industrial
33,EE,310,79.02,Rehabilitation and Durable Medical Equipment,Blackhawk Industrial
33,EE,328,23.11,Rehabilitation and Durable Medical Equipment,Blackhawk Industrial
33,EE,88,34.0,Rehabilitation and Durable Medical Equipment,Automation Direct
33,EE,351,27.9,Rehabilitation and Durable Medical Equipment,Blackhawk Industrial
33,EE,408,34.09,Rehabilitation and Durable Medical Equipment,Blackhawk Industrial
33,EE,163,9095.0,Pipe,Bailiegh Industrial
33,EE,194,1750.0,Tubing,Bailiegh Industrial
33,EE,142,5.25,Rehabilitation and Durable Medical Equipment,Automation Direct
33,EE,34,9.25,Security Management and Law Enforcement,Automation Direct
33,EE,422,44.21,Rehabilitation and Durable Medical Equipment,Blackhawk Industrial
33,EE,69,132.0,Rehabilitation and Durable Medical Equipment,Automation Direct
33,EE,273,5495.0,Screws,Bailiegh Industrial
33,EE,449,34.76,Rehabilitation and Durable Medical Equipment,Blackhawk Industrial
33,EE,25,7.25,Security Management and Law Enforcement,Automation Direct
33,EE,33,9.25,Security Management and Law Enforcement,Automation Direct
33,EE,281,3645.0,Specialty Abrasives and Kits,Bailiegh Industrial
33,EE,278,2195.0,Specialty Abrasives and Kits,Bailiegh Industrial
34,CE,191,4095.0,Tubing,Bailiegh Industrial
34,CE,243,24895.0,Fabrication Machinery,Bailiegh Industrial
34,CE,241,18595.0,Fabrication Machinery,Bailiegh Industrial
34,CE,452,,Nonelectrical Properties Testing,dillonsupply.com
34,CE,160,15995.0,Automotive Towing,Bailiegh Industrial
34,CE,537,,Nonelectrical Properties Testing,dillonsupply.com
34,CE,245,69995.0,Fabrication Machinery,Bailiegh Industrial
34,CE,204,11495.0,Screws,Bailiegh Industrial
34,CE,234,3295.0,Fabrication Machinery,Bailiegh Industrial
34,CE,459,,Nonelectrical Properties Testing,dillonsupply.com
34,CE,205,795.0,Screws,Bailiegh Industrial
35,CPE,77,183.0,Rehabilitation and Durable Medical Equipment,Automation Direct
36,CPE,134,69.0,Electrical Power Testing,Automation Direct
36,CPE,290,15795.0,Specialty Abrasives and Kits,Bailiegh Industrial
36,CPE,0,306.0,Nonelectrical Properties Testing,Automation Direct
36,CPE,24,7.25,Security Management and Law Enforcement,Automation Direct
36,CPE,17,4.75,Security Management and Law Enforcement,Automation Direct
36,CPE,273,5495.0,Screws,Bailiegh Industrial
36,CPE,148,132.0,Rehabilitation and Durable Medical Equipment,Automation Direct
36,CPE,32,9.25,Security Management and Law Enforcement,Automation Direct
36,CPE,23,7.25,Security Management and Law Enforcement,Automation Direct
36,CPE,255,20995.0,Screws,Bailiegh Industrial
36,CPE,285,9695.0,Specialty Abrasives and Kits,Bailiegh Industrial
36,CPE,200,6695.0,Screws,Bailiegh Industrial
36,CPE,33,9.25,Security Management and Law Enforcement,Automation Direct
36,CPE,18,4.75,Security Management and Law Enforcement,Automation Direct
36,CPE,261,27795.0,Screws,Bailiegh Industrial
36,CPE,234,3295.0,Fabrication Machinery,Bailiegh Industrial
